| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O institucionalismo neoliberal argumenta que a interação contínua entre os Estados fornece a motivação para a criação de OIGs, que moderam o comportamento estatal e estabelecem mecanismos de redução de fraudes. | O institucionalismo neoliberal argumenta que as OIGs são irrelevantes, pois a anarquia impede qualquer cooperação significativa, mesmo com o auxílio de instituições. | true | O institucionalismo neoliberal postula que as OIGs fornecem um quadro de referências para interações e estabelecem mecanismos de redução de fraudes, moderando o comportamento dos Estados. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O funcionalismo defende que a cooperação internacional começa em áreas técnicas específicas (como saúde e comunicação), esperando que esses hábitos de colaboração acabem "transbordando" para assuntos políticos e militares. | O funcionalismo postula que a cooperação deve começar em assuntos militares e de alta política, pois a resolução de problemas técnicos não gera hábitos de colaboração para a paz. | true | O funcionalismo defende que a cooperação em áreas técnicas específicas (não políticas) levará ao surgimento de novos hábitos de cooperação que se estenderão (transbordarão) para assuntos políticos. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O conceito de **bens coletivos**, ilustrado pela "Tragédia dos Comuns," descreve a dificuldade de obter um benefício para o grupo quando cada ator maximiza racionalmente seu próprio ganho individual. | Os bens coletivos são recursos exclusivos, nos quais a contribuição individual não afeta o resultado final do grupo. | true | A tragédia dos comuns ocorre quando a maximização do ganho individual prejudica a coletividade, levando a um resultado pior para todos. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | As OIGs podem legitimar pontos de vista e políticas de um Estado, um papel que os Estados Unidos buscaram ao obter o apoio da Organização dos Estados Americanos (OEA) durante a Crise dos Mísseis em Cuba (1962). | As OIGs não têm capacidade de legitimar as políticas dos Estados; sua função primária é apenas fornecer assistência humanitária. | true | Os Estados filiam-se às OIGs para usá-las como instrumentos de política externa e legitimar seus pontos de vista e políticas perante a comunidade internacional. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O princípio vestfaliano da ONU estabelece que apenas problemas internacionais se enquadram em sua jurisdição, embora a distinção entre questões domésticas e internacionais tenha se enfraquecido com o tempo. | Desde a fundação da ONU, sua Carta autoriza intervenção direta em todos os assuntos que estejam essencialmente dentro da jurisdição interna de qualquer Estado. | true | A Carta da ONU não autoriza a intervenção em assuntos de jurisdição interna, mas essa distinção tem sido erodida pela interdependência e questões como direitos humanos. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | A noção ampliada de **segurança humana**, exemplificada por operações para fornecer alimentos a populações famintas, entra em rota de colisão direta com a autoridade interna dos Estados. | A expansão das operações da ONU para a segurança humana está totalmente alinhada com o princípio vestfaliano da soberania estatal, evitando qualquer colisão de autoridade. | true | A expansão das definições de segurança para incluir a segurança humana entra em rota de colisão com a autoridade interna dos Estados, minando o princípio da soberania estatal. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O poder do Conselho de Segurança da ONU foi restaurado após o final da Guerra Fria, devido à queda vertiginosa do uso do poder de veto pelos membros permanentes. | O Conselho de Segurança da ONU perdeu poder após a Guerra Fria, devido ao aumento do uso do poder de veto por parte dos Estados Unidos. | true | O poder do Conselho de Segurança foi restaurado a partir do final da Guerra Fria devido à queda vertiginosa do uso do poder de veto e ao aumento da cooperação entre os membros permanentes. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Desde o fim da Guerra Fria, o trabalho da Assembleia Geral tem sido marginalizado, à medida que o epicentro do poder da ONU retorna para o Conselho de Segurança e um Secretariado mais ativo. | A Assembleia Geral da ONU se tornou o principal centro de tomada de decisões após a Guerra Fria, em detrimento do Conselho de Segurança e do Secretariado. | true | O trabalho da Assembleia Geral vem sendo cada vez mais marginalizado com o retorno do epicentro do poder para o Conselho de Segurança e o Secretariado. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O modo **tradicional de manutenção da paz** visa conter conflitos entre dois Estados, ao passo que o modo **complexo** responde também a guerras civis e conflitos etnonacionalistas, assumindo funções de construção da paz e auxílio humanitário. | O modo tradicional de manutenção da paz é usado para a construção de nações em sociedades falidas, enquanto o modo complexo é limitado a conflitos fronteiriços interestatais. | true | O modo tradicional aborda conflitos interestatais, enquanto o modo complexo expandiu-se para guerras civis e incluiu novas responsabilidades militares e não militares (como a construção da paz). | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Estudos empíricos indicam que o modo tradicional de manutenção da paz é mais bem-sucedido em reduzir a propensão de Estados beligerantes a voltarem a lutar no futuro do que as operações complexas em guerras civis intraestatais. | As operações complexas de manutenção da paz em guerras civis mostram maior sucesso em comparação com o modo tradicional em conflitos interestatais. | true | O êxito na manutenção da paz do modo tradicional em guerras interestatais não é acompanhado de sucesso comparável em operações de maior complexidade, como em guerras civis intraestatais. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | A lógica **funcionalista** prevaleceu na criação da União Europeia, começando por empreendimentos cooperativos não políticos (Comunidade Europeia do Carvão e do Aço) com o objetivo de uma integração gradual. | Os federalistas prevaleceram na criação da UE, forçando os Estados a abrir mão imediatamente de sua soberania em favor de um órgão federal superior que controlasse as Forças Armadas. | true | O plano federalista de Defesa Europeia foi derrubado em 1954, prevalecendo a lógica funcionalista de Monnet de integração em áreas específicas e não políticas. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Os tratados são hoje a fonte dominante do direito internacional, sendo que somente mudanças consideráveis nas circunstâncias dão aos Estados o direito de não seguir os tratados que ratificaram. | O direito consuetudinário é a fonte dominante do direito internacional, sendo que os tratados são apenas orientações sem força legal vinculante. | true | O número de tratados chega a mais de 25 mil e eles são hoje a fonte dominante do direito internacional, sendo acordos legais que vinculam as partes. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O Tribunal Internacional de Justiça (TIJ) é considerado uma instituição fraca, em parte porque sua jurisdição não é compulsória e apenas Estados podem dar início aos procedimentos, limitando os casos que pode julgar. | O Tribunal Internacional de Justiça (TIJ) é uma instituição forte, pois possui jurisdição compulsória sobre todos os casos de grande controvérsia internacional. | true | O TIJ é considerado uma instituição fraca porque as duas partes têm que concordar com sua jurisdição (não compulsória) antes de o caso ser aceito, e somente Estados podem dar início aos procedimentos. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O princípio da **jurisdição universal** permite que os Estados reivindiquem jurisdição se a conduta de um réu for suficientemente hedionda (como genocídio) a ponto de violar as leis de todos os Estados. | A jurisdição universal se aplica somente a crimes econômicos e não pode ser invocada para julgar crimes hediondos como genocídio. | true | Sob a jurisdição universal, os Estados podem reivindicar jurisdição sobre condutas que violam as leis de todos os Estados, como crimes de guerra ou genocídio. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | O crescimento exponencial das ONGs é explicado pela expansão global da democracia, o aumento de conferências mundiais da ONU e a revolução na comunicação eletrônica (internet, mídias sociais). | O crescimento das ONGs foi freado pelo final da Guerra Fria e pela rigidez das conferências globais, que limitaram o acesso de atores não estatais. | true | O crescimento exponencial das ONGs é impulsionado pela expansão da democracia, pela explosão de conferências mundiais patrocinadas pela ONU e pela revolução da comunicação eletrônica. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | As ONGs se valem primariamente do **poder brando** (*soft power*), que inclui a credibilidade de suas informações, especialização e autoridade moral, em vez de meios coercitivos. | O principal poder das ONGs é o seu poder duro (sanções econômicas e força militar), que elas usam para impor a obediência aos Estados. | true | As ONGs se valem do poder brando, que é a credibilidade das informações, a especialização e a autoridade moral que atraem a atenção de governos e do público. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Um dos limites das ONGs é a competição por financiamento, o que pode levá-las a aceitar assistência estatal, o que, por sua vez, compromete sua neutralidade e legitimidade. | As ONGs não enfrentam problemas de financiamento, pois sua ampla base de doadores governamentais garante independência total e neutralidade inabalável. | true | A competição por financiamento leva as ONGs a dependerem de subsídios governamentais, o que pode comprometer sua neutralidade e legitimidade. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Os **realistas** são céticos em relação às OIGs e ONGs, vendo-as como dependentes dos Estados e duvidando da possibilidade de ação coletiva em um sistema anárquico, preferindo o autofavorecimento. | Os realistas defendem que as OIGs, como a ONU, são foros ideais para ação coletiva, pois transcendem os interesses de poder dos Estados. | true | Realistas são céticos quanto à ação coletiva, preferindo o autofavorecimento, e veem OIGs/ONGs como dependentes da autoridade legal e do poder dos Estados. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Os **radicais** são céticos em relação ao direito internacional, pois consideram que ele emerge da experiência dos Estados capitalistas ocidentais e atende aos interesses das classes dominantes (capitalistas). | Os radicais veem o direito internacional como um instrumento neutro, criado para corrigir as injustiças históricas e a estratificação imposta pelo capitalismo. | true | Radicais veem o direito internacional como um produto dos Estados capitalistas ocidentais que atende aos interesses das classes capitalistas dominantes e é tendencioso contra os Estados fracos. | | |
| Princípios de Relações Internacionais | Cap 7 | OIG / ONG | Para os **construtivistas**, OIGs e ONGs podem atuar como **empreendedoras de normas** que socializam os atores, mudando as preferências e influenciando o comportamento dos Estados. | O construtivismo ignora o papel das OIGs e ONGs, focando apenas na estrutura material e imutável do sistema internacional. | true | Os construtivistas atribuem importância crítica às instituições e normas, vendo OIGs e ONGs como empreendedoras de normas que socializam e ensinam novas normas, mudando as preferências dos Estados. | | |
