| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| Princípios de Relações Internacionais | Cap 2 | Contexto | Os Tratados de Vestfália, em 1648, são considerados o marco inicial do sistema contemporâneo de Estados, assinalando o fim do domínio da autoridade religiosa na Europa e o surgimento das autoridades seculares. | Os Tratados de Vestfália, em 1648, reforçaram a autoridade da Igreja supranacional sobre os monarcas seculares, retardando o surgimento do Estado territorial soberano. | true | Os Tratados de Vestfália assinalaram o fim do domínio da autoridade religiosa na Europa e o surgimento das autoridades seculares. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A concepção de soberania, desenvolvida por Jean Bodin, a define como o "poder absoluto e perpétuo investido em uma comunidade" e que, embora seja absoluta, é limitada pela lei divina, lei natural e tratados com outros Estados. | Jean Bodin defendia que a soberania é um poder inerentemente ilimitado, não sujeito a restrições como a lei divina, a lei natural ou pactos constitucionais. | true | Segundo Bodin, a soberania é "o poder absoluto e perpétuo investido em uma comunidade," mas é limitada pela lei divina, lei natural, leis constitucionais e tratados. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | Após os Tratados de Vestfália, os Estados mais poderosos da Europa passaram a estabelecer Forças Armadas nacionais permanentes, o que levou a um controle cada vez mais centralizado do Estado, necessário para arrecadar impostos para pagar os soldados. | Após a Guerra dos Trinta Anos, os Estados europeus dependeram cada vez mais de exércitos mercenários, delegando o controle militar para evitar o aumento da centralização estatal. | true | Após Vestfália, os países trataram de estabelecer suas Forças Armadas nacionais permanentes, o que levou a um controle cada vez mais centralizado. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O princípio de não interferência nos assuntos internos de outros Estados foi introduzido pelos Tratados de Vestfália, legitimando a territorialidade e o direito dos Estados de determinar suas próprias políticas internas. | O princípio de não interferência foi estabelecido apenas no século XX, após a Segunda Guerra Mundial, não tendo sido uma característica dos Tratados de Vestfália. | true | Os Tratados de Vestfália introduziram o princípio de não interferência nos assuntos de outros Estados. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | Adam Smith argumentou que o mercado, quando permitido a operar sem ser tolhido por regulamentações estatais, promove o interesse pessoal racional, o que, por sua vez, incrementa a riqueza do Estado e do sistema internacional. | Adam Smith defendia que o Estado deve intervir pesadamente na economia para garantir que os interesses individuais não se sobreponham à riqueza geral da nação. | true | Segundo Smith, deve-se permitir que os indivíduos ajam em favor de seus próprios interesses, sem ser tolhidos por regulamentações do Estado, para aumentar a riqueza. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O Nacionalismo, surgido em decorrência da Guerra de Independência Americana e da Revolução Francesa, é definido pela identificação de um povo com um passado, idioma e costumes comuns. | O Nacionalismo, como princípio, estabeleceu a submissão dos líderes ao direito divino, em oposição à ideia de que o poder político reside no povo. | true | O Nacionalismo é o segundo princípio essencial surgido dessa época, pelo qual determinado povo se identifica com um passado, idioma e costumes comuns. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A política de "terra arrasada" usada pelos russos na invasão napoleônica de 1812 envolveu recuar e destruir alimentos e abrigos atrás de si, causando a morte por fome de grande parte do exército francês. | A invasão de Napoleão à Rússia fracassou principalmente porque os russos conseguiram enfrentar o exército francês em batalhas campais decisivas, esmagando-o perto de Moscou. | true | Os russos recuaram e destruíram alimentos e abrigos ("terra arrasada"), fazendo com que o exército francês morresse de fome. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O Concerto da Europa (pós-1815) foi um período de relativa paz entre as grandes potências, em parte porque as elites políticas estavam unidas no medo da revolução das massas e agiam em consonância para evitar a difusão de levantes. | O Concerto da Europa foi um período de paz porque as grandes potências europeias conseguiram resolver todas as disputas de interesse entre si, eliminando o medo da revolução interna. | true | O medo da revolta das bases uniu os líderes europeus, reduzindo a probabilidade de guerras entre os Estados. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O imperialismo, que se refere à anexação de territórios remotos, e o colonialismo, o estabelecimento de pessoas do país de origem nesses territórios, são termos frequentemente usados como sinônimos pelos estudiosos de Relações Internacionais. | O imperialismo e o colonialismo são conceitos estritamente distintos e não podem ser usados como sinônimos, pois um se refere a um processo de governo e o outro, a um processo econômico. | true | Embora haja uma sutil diferença, quase todos os estudiosos usam as duas expressões (imperialismo e colonialismo) como sinônimas. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O colonialismo funcionou como uma "válvula de segurança" para a Europa no século XIX, pois permitiu que as rivalidades e tensões entre os Estados europeus se materializassem em disputas na África e na Ásia, evitando o conflito em solo europeu. | O colonialismo elevou significativamente as tensões na Europa, levando a múltiplas guerras diretas entre as grandes potências no século XIX. | true | A disputa, rivalidade e tensão entre os Estados europeus puderam se materializar longe da Europa, reforçando a identidade europeia e impedindo a escalada das tensões no continente. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O princípio de **equilíbrio de poder** pressupõe que os Estados hesitam em iniciar uma guerra contra um adversário cuja capacidade bélica é relativamente igual (equilíbrio simétrico), pois o risco de derrota é elevado. | O equilíbrio de poder postula que um equilíbrio assimétrico, onde um Estado é muito mais poderoso, é mais estável e impede o conflito, pois o adversário não teria chance de vitória. | true | Os Estados hesitam em iniciar uma guerra contra um adversário em relação a cuja capacidade bélica há um relativo equilíbrio (simétrico), porque o risco de derrota é elevado. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | Na Segunda Guerra dos Bôeres (1899-1902), a vitória britânica foi uma "vitória de Pirro" (custo alto), sinalizando a dificuldade de manter o controle sobre vastas colônias longínquas a baixo custo. | A Segunda Guerra dos Bôeres foi uma vitória rápida e barata para a Grã-Bretanha, confirmando a viabilidade de manter o império colonial até o século XX. | true | O custo da Segunda Guerra dos Bôeres para a Grã-Bretanha (custo e duração) foi muito superior ao esperado, abalando a sustentabilidade do colonialismo. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A derrota da Rússia pelo Japão na Guerra Russo-Japonesa (1904-1905) teve três consequências importantes: estimulou a expansão japonesa, fez a Alemanha subestimar a Rússia e prejudicou a legitimidade do czar, levando à revolução de 1917. | A derrota russa pelo Japão não teve consequências significativas, sendo um evento isolado que não afetou a legitimidade do czar ou o cálculo de poder europeu. | true | A derrota russa estimulou a expansão japonesa, levou a Alemanha a subestimar a capacidade russa e causou grave prejuízo à legitimidade do czar, desencadeando a revolução. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | O Tratado de Versalhes, que encerrou a Primeira Guerra Mundial, impôs à Alemanha a responsabilidade total pelo conflito, exigindo pesadas reparações de guerra que levaram à hiperinflação e ao empobrecimento generalizado, criando ressentimento. | O Tratado de Versalhes foi considerado justo e equitativo, ajudando a estabilizar a economia alemã e garantindo a paz europeia durante o período entreguerras. | true | O Tratado de Versalhes impôs pesadas reparações à Alemanha, levando à hiperinflação e ao empobrecimento, criando o ambiente propício para o surgimento de Hitler. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A Liga das Nações, criada após a Primeira Guerra Mundial, nasceu enfraquecida porque os Estados Unidos, cujo presidente foi seu principal arquiteto, se recusaram a aderir à organização, preferindo uma política isolacionista. | A Liga das Nações se tornou uma organização de segurança coletiva eficiente e poderosa, pois contou com o engajamento pleno e constante dos Estados Unidos. | true | O peso político da Liga foi restringido pelo fato de os Estados Unidos, cujo presidente tinha sido seu principal arquiteto, terem se recusado a aderir, preferindo uma política isolacionista. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A Guerra Fria foi marcada pelo surgimento de duas superpotências, Estados Unidos e União Soviética, separadas por interesses geopolíticos e incompatibilidades ideológicas (liberalismo democrático vs. comunismo marxista). | A Guerra Fria foi primariamente uma disputa econômica entre potências industriais, com pouca ou nenhuma diferença ideológica significativa entre os EUA e a URSS. | true | A Guerra Fria surgiu do reconhecimento das incompatibilidades fundamentais entre as duas superpotências, tanto em interesses nacionais quanto em ideologia (liberalismo vs. comunismo). | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A **Doutrina Truman** (1947) estabeleceu o conceito de **contenção** como a pedra angular da política externa dos EUA no pós-guerra, visando conter a expansão soviética em áreas vitais, já que reverter os avanços já feitos na Europa Oriental era inviável. | A Doutrina Truman tinha como objetivo a reversão total dos avanços soviéticos na Europa Oriental, a fim de restaurar as fronteiras anteriores à Segunda Guerra Mundial. | true | A contenção tornou-se a doutrina fundamental da política externa americana, pois o país percebeu que, na melhor das hipóteses, só tinha o poder de conter os soviéticos na Europa Oriental. | | |
| Princípios de Relações Internacionais | Cap 2 | Contexto | A ausência de um conflito militar direto entre as superpotências durante a Guerra Fria é explicada pela **Destruição Mútua Garantida (MAD)**, um impasse por intimidação gerado pelo advento das armas nucleares. | A longa paz durante a Guerra Fria se deu unicamente devido ao papel hegemônico dos Estados Unidos, que usaram seu poder econômico para desarmar a União Soviética. | true | O impasse por intimidação, batizado de "Destruição Mútua Garantida" (MAD), fazia com que cada lado agisse com cautela para evitar a devastação mútua. | | |
