| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | A guerra é um ato político organizado e deliberado que deve causar **mil ou mais mortes em um período de doze meses** e requer pelo menos dois atores capazes de prejudicar um ao outro. | Para ser caracterizada como guerra, a violência organizada deve resultar em no máximo cem mortes por ano e não exige que ambas as partes tenham capacidade de se prejudicar. | true | A guerra é um ato político organizado e deliberado promovido por uma autoridade política que deve causar mil ou mais mortes em um período de doze meses. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | Para os realistas, a guerra é uma característica natural e imutável da política interestatal e não pode ser erradicada enquanto houver anarquia. | Os realistas clássicos e neorrealistas acreditam que a guerra pode ser totalmente erradicada se os Estados instituírem uma autoridade supranacional (Leviatã) para impor a ordem. | true | Os realistas argumentam que a guerra será uma característica permanente da política interestatal enquanto a anarquia permanecer. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | O **dilema da segurança** ocorre quando a busca por segurança de um Estado torna os outros mais inseguros, instigando uma dispendiosa e arriscada corrida armamentista. | O dilema da segurança é superado quando os Estados acumulam o máximo de poder, pois isso garante a segurança de todos os atores. | true | O dilema da segurança envolve Estados que, mesmo sem intenções hostis, acabam em uma corrida armamentista dispendiosa por sua própria insegurança. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | A **teoria da transição de poder** sugere que a guerra é causada pela expectativa de mudanças no equilíbrio relativo de poder, levando desafiantes a lutar para consolidar posições ou potências hegemônicas a iniciar guerras preventivas. | A teoria da transição de poder afirma que a guerra só ocorre quando o poder está estável e equilibrado entre todas as grandes potências. | true | A teoria da transição de poder postula que a guerra é desencadeada pela expectativa de mudança no equilíbrio relativo de poder entre Estados. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | Para os liberais, a transcrição da guerra é possível e será atingida ao longo de gerações, por meio da cooperação institucionalizada e da expansão da zona de paz democrática. | O Liberalismo rejeita a possibilidade de transcender a guerra, concordando com os realistas que a anarquia sempre levará ao conflito. | true | A lógica liberal aceita a anarquia, mas defende que o interesse próprio conduz os Estados à cooperação, reduzindo os riscos de fraude e guerra. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | A **paz democrática** postula que é praticamente impossível citar um exemplo de dois Estados democráticos indo para a guerra um contra o outro, embora lutem contra Estados não democráticos. | A paz democrática demonstra que as democracias são, em geral, mais pacíficas do que as autocracias em todas as suas relações externas, lutando menos contra qualquer tipo de Estado. | true | A paz democrática é um poderoso suporte empírico para o Liberalismo, pois democracias são avessas a guerrear entre si. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | Segundo os radicais, a guerra é atribuída à dinâmica interna dos sistemas econômicos capitalistas, que se expandem imperialisticamente em busca de mercados externos e matérias-primas, levando a conflitos. | Os radicais acreditam que a guerra é causada por falhas de caráter dos líderes individuais e que o sistema econômico é irrelevante para a política interestatal. | true | Radicais atribuem o conflito e a guerra à dinâmica interna dos sistemas econômicos capitalistas, que precisam de expansão externa. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | **Guerra diversionista** é o recurso ao conflito externo por líderes, a fim de desviar a atenção do público de crises econômicas internas, corrupção ou escândalos. | Guerra diversionista é a guerra travada por um Estado para adquirir matérias-primas essenciais para o consumo interno. | true | Guerra diversionista é o conflito externo usado para desviar a atenção do público das crises internas. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | O construtivismo explica o dilema da segurança mostrando que mísseis britânicos têm implicações de segurança diferentes para os EUA do que mísseis norte-coreanos, pois a ameaça é **socialmente construída** e não um significado fixo. | Para os construtivistas, a aquisição de novos mísseis sempre representa uma ameaça fixa e igual, independentemente do ator que os possui, seguindo a lógica materialista. | true | Construtivistas assinalam que o significado dos objetos materiais é socialmente construído, aplicando o mecanismo "amigo ou inimigo". | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | **Guerras totais** utilizam todos os recursos nacionais disponíveis para forçar a rendição incondicional dos oponentes, aceitando ou mesmo visando deliberadamente baixas civis. | Guerras totais são conflitos limitados que buscam apenas objetivos políticos específicos, evitando a mobilização total de recursos e a destruição em grande escala. | true | Guerras totais mobilizam todos os recursos nacionais para alcançar objetivos ambiciosos, frequentemente visando a rendição incondicional. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | O declínio da frequência e intensidade da **guerra interestatal** desde 1991 é atribuído a fatores como o reconhecimento do custo nuclear, a eficácia das operações de paz da ONU e a satisfação das grandes potências com o status quo. | O número de guerras interestatais aumentou vertiginosamente após a Guerra Fria, em parte devido à ineficácia das operações de manutenção da paz da ONU. | true | A frequência e intensidade das guerras interestatais caíram lentamente desde a Guerra da Coreia, e mais acentuadamente desde 1991. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | **Conflitos assimétricos** ocorrem entre contendores de força desigual, onde a parte mais fraca inova e explora os pontos fracos do oponente mais forte, usando táticas não convencionais. | Conflitos assimétricos são aqueles travados entre potências com força militar relativamente igual, que utilizam as mesmas estratégias e táticas convencionais. | true | Conflitos assimétricos se dão entre contendores de força desigual, onde a parte mais fraca busca contornar as vantagens tecnológicas do mais forte. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | A **guerra de guerrilha revolucionária** inverte a relação convencional, pois os civis arriscam suas vidas para proteger os guerrilheiros que se misturam à população. | A guerra de guerrilha segue o padrão convencional onde os soldados arriscam suas vidas para proteger a população civil, mantendo uma clara distinção entre combatentes e não combatentes. | true | A guerrilha inverte a relação convencional entre soldados e civis, com os guerrilheiros se escondendo entre a população. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | O **jus ad bellum** exige que haja uma causa justa, uma declaração de intenção por uma autoridade competente e que todas as outras possibilidades para o fim das violações já tenham sido esgotadas. | O jus ad bellum é a parte da teoria da guerra justa que regula a conduta moral e ética das forças militares *durante* o conflito. | true | Jus ad bellum trata dos critérios que tornam justa a decisão de entrar em guerra, incluindo causa justa e último recurso. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | O **jus in bello** exige que os combatentes e não combatentes sejam diferenciados (**imunidade dos não combatentes**) e que a violência empregada seja proporcional aos fins. | O jus in bello estabelece que, desde que a causa seja justa, qualquer tipo de armamento, incluindo ADMs, pode ser usado indiscriminadamente contra qualquer alvo. | true | O jus in bello aborda a conduta legítima na guerra, exigindo diferenciação de alvos e proporcionalidade. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | O fator-chave que distingue as **armas de destruição em massa (ADM)** das armas convencionais é que seus efeitos destrutivos, por natureza, não podem ser limitados no tempo e no espaço, sendo por isso chamadas de "indiscriminadas". | As ADMs são armas convencionais mais poderosas, mas seus efeitos destrutivos podem ser limitados e direcionados com precisão, como é o caso das armas nucleares táticas. | true | A ADM é "indiscriminada", tornando difícil aplicar a noção de imunidade dos não combatentes. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | A **dissuasão** é a manipulação do medo para evitar uma iniciativa indesejada, baseada na premissa de que os tomadores de decisões racionais evitarão a agressão se o custo esperado for maior do que o ganho. | A dissuasão funciona independentemente da racionalidade dos tomadores de decisão, pois o medo da destruição sempre paralisa a agressão. | true | A teoria da dissuasão baseia-se na premissa da racionalidade dos tomadores de decisões e na credibilidade da ameaça de força. | | |
| Princípios de Relações Internacionais | Cap 8 | Rivalidade | A dissuasão é problemática no novo milênio porque atores não estatais, como terroristas, não possuem território a ser retaliado, e o terrorismo suicida invalida o pressuposto de que atores racionais evitam a perda de vidas. | A dissuasão funciona perfeitamente contra atores não estatais, pois estes, ao contrário dos Estados, sempre atuam de forma totalmente racional. | true | A dissuasão é frágil contra atores não estatais porque eles não têm território a ser destruído e estão dispostos a cometer suicídio. | | |
