| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | resposta_correta | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| Princípios de Relações Internacionais | Cap I | Abordagens | As relações internacionais, como um subcampo das ciências políticas, estudam as interações entre diversos atores, incluindo Estados, organizações internacionais, ONGs e indivíduos. | As relações internacionais estudam predominantemente as decisões tomadas apenas por governos centrais e chefes de Estado, excluindo a influência de organizações não governamentais e indivíduos. | true | A variedade de atores em Relações Internacionais compreende não apenas os 194 Estados e seus líderes, mas também câmaras municipais, ONGs e indivíduos. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | O Liberalismo postula que a natureza humana é essencialmente boa, uma visão com origem em várias tradições filosóficas. | O Liberalismo, assim como o Realismo, postula que a natureza humana é inerentemente egoísta e brutal, buscando apenas a autopreservação. | true | O Liberalismo se baseia na premissa de que a natureza humana é essencialmente boa, distinguindo-se das visões pessimistas do Realismo. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Para Thomas Hobbes (Realismo), a vida do Homem em um estado sem autoridade governamental é descrita como solitária, egoísta e mesmo brutal. | Para Thomas Hobbes, o estado de natureza é caracterizado pela paz e pela cooperação mútua, devido à tendência inata do Homem ao universalismo. | true | Hobbes descreve o estado de natureza como anárquico e brutal, o que exige a solução do Estado unitário (Leviatã). | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Immanuel Kant, associado ao Idealismo, vislumbra que o Homem, embora egoísta, pode aprender novas modalidades de cosmopolitismo e universalismo. | Immanuel Kant postulava que a natureza humana é estática e incapaz de aprender novas modalidades de universalismo, tornando a paz perpétua inatingível. | true | Kant acreditava na capacidade de aprendizado do Homem em direção ao cosmopolitismo e ao universalismo. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | A perspectiva Radical defende que os atos dos indivíduos são determinados em grande parte pela classe econômica a que pertencem, e o Estado é visto como um agente do capitalismo internacional. | A perspectiva Radical enfatiza que os atos dos indivíduos são primariamente determinados por fatores culturais e religiosos, desconsiderando a importância da classe econômica. | true | A teoria radical tem raízes na Economia e considera a classe econômica o principal fator determinante dos atos individuais. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | O Realismo postula que os Estados baseiam suas políticas em uma interpretação de seu interesse nacional, que é definido em termos de poder. | O Realismo sustenta que os Estados baseiam suas políticas primariamente em normas internacionais e valores éticos universais, e não na busca de poder. | true | O interesse nacional, definido em termos de poder, é a premissa central do Realismo para explicar as ações dos Estados. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Para o Realismo, o sistema internacional é anárquico (também chamado de "estado de natureza") e sua estrutura é determinada pela distribuição de poder entre os Estados. | O Realismo considera o sistema internacional hierárquico, com uma autoridade central que garante a ordem e a paz entre os Estados. | true | O sistema anárquico, sem autoridade internacional, é uma visão central do Realismo sobre a organização internacional. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Os Construtivistas argumentam que as estruturas fundamentais do sistema estatal são de caráter não material, mas intersubjetivo e social. | Os Construtivistas, em contraste com realistas e liberais, argumentam que as estruturas fundamentais do sistema estatal são estritamente materiais e econômicas, baseadas em poder militar. | true | O Construtivismo se concentra na natureza não material, intersubjetiva e social das estruturas do sistema estatal. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | O Liberalismo afirma que os Estados geralmente cooperam e seguem as normas e procedimentos internacionais que são objeto de consenso geral. | O Liberalismo afirma que a cooperação entre Estados é rara e geralmente resultado de coerção, e que as normas internacionais são amplamente ignoradas. | true | O Liberalismo se baseia na ideia de que os Estados podem cooperar e seguir normas e procedimentos internacionais. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Tucídides concluiu, a partir da distinção entre causas subjacentes e imediatas, que a causa subjacente da Guerra do Peloponeso foi o recrudescimento do poder de Atenas. | Tucídides concluiu que a Guerra do Peloponeso foi causada por desastres naturais e conflitos religiosos isolados, sem relação com a distribuição de poder entre as cidades-estado. | true | A análise de Tucídides identificou que a mudança na distribuição de poder, devido ao aumento de Atenas, tornou a guerra inevitável. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Platão propôs a análise de classe e o raciocínio dialético como duas ideias cruciais que se tornaram bases futuras para analistas marxistas. | Platão, em *A República*, propôs que os governantes (reis-filósofos) deveriam ser os detentores do maior poder militar, e desaconselhou o raciocínio dialético. | true | As contribuições metodológicas de Platão incluíram a análise de classe e o raciocínio dialético, que influenciaram pensadores posteriores. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Aristóteles utilizou o método comparativo de pesquisa ao analisar 168 constituições, buscando semelhanças e diferenças entre os Estados. | Aristóteles utilizou o método indutivo, focando-se em um único estudo de caso detalhado, em vez de um método comparativo abrangente. | true | Aristóteles foi o primeiro escritor a utilizar o método comparativo de análise, examinando múltiplos casos (168 constituições). | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | A solução de Thomas Hobbes para o dilema do estado de natureza é um Estado unitário (Leviatã), onde o controle do poder é centralizado e absoluto. | Hobbes propôs que a solução para a anarquia internacional e o estado de natureza era a criação de pequenas comunidades guiadas pela "vontade geral". | true | Para Hobbes, a centralização e o controle absoluto do poder no Leviatã são a única forma de escapar do estado de natureza. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Jean-Jacques Rousseau descreve o estado de natureza como egocêntrico, onde a preocupação primária do homem é a autopreservação, ilustrada pelo dilema do cervo e da lebre. | Jean-Jacques Rousseau descreve o estado de natureza como um período de plena harmonia e cooperação mútua desinteressada entre os indivíduos. | true | Rousseau via o estado de natureza como egocêntrico, focado na autopreservação, semelhante (mas não idêntico) à descrição de Hobbes. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Rousseau defende a criação de comunidades menores, guiadas pela "vontade geral", como solução, em oposição ao Leviatã de Hobbes. | Rousseau defende a criação de um "superleviatã" global, com soberania centralizada, como a única maneira de garantir o bem comum internacional. | true | Rousseau propôs que a solução para a vida em sociedade estava em comunidades menores onde a "vontade geral" pudesse ser cumprida. | | |
| Princípios de Relações Internacionais | Cap I | Abordagens | Immanuel Kant vislumbrou uma federação de Estados (repúblicas) como um meio de conquistar a paz, na qual as soberanias permaneceriam intactas, mas vinculadas pelo Estado de Direito. | Kant defendia que a paz perpétua só seria alcançada através da dissolução total da soberania dos Estados em favor de um único governo mundial absoluto. | true | A proposta de Kant era uma ordem federal que respeitasse a soberania dos Estados, mas fosse regida pelo Estado de Direito. | | |
