| bibliografia_titulo | paginas | assunto | afirmacao_verdadeira | afirmacao_falsa | justificativa_resposta_certa | caiu_em_prova | ano_prova |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| Ciência Política | Pág 173 | Cap. 8 – Princípios do Estado Democrático | A democracia não se resume apenas aos processos eleitorais e à plena liberdade política, mas inclui uma diversidade de elementos, sendo algo que deve ser construído diariamente. | A essência da democracia se limita unicamente à realização de eleições e à existência de plena liberdade política, sendo estes os únicos elementos de análise. | A democracia não se limita a processos eleitorais e liberdades, devendo ser construída diariamente e incluindo uma diversidade de elementos. | | |
| Ciência Política | Pág 173 | Cap. 8 – Princípios do Estado Democrático | A democracia moderna é representativa, se expressa por voto secreto e valoriza o indivíduo, diferentemente da democracia antiga, que era direta e dava mais valor à coletividade. | A democracia antiga, na Grécia, era representativa e considerava o indivíduo, incluindo mulheres e escravos na vida pública. | A democracia antiga era direta e excluía mulheres e escravos, enquanto a moderna é representativa e valoriza o indivíduo. | | |
| Ciência Política | Pág 174 | Cap. 8 – Princípios do Estado Democrático | Etimologicamente, democracia é composta por *demos* (povo) e *kratos* (poder ou autoridade), tendo sido citada por Heródoto em conexão com a noção de *isonomia* (igualdade diante da lei). | Etimologicamente, democracia é composta por *polis* (cidade) e *kratos* (autoridade), referindo-se à autoridade exercida na esfera pública. | Etimologicamente, democracia é composta de *demos* (povo) e *kratos* (poder, autoridade) e foi citada por Heródoto em conexão com a *isonomia*. | | |
| Ciência Política | Pág 174 | Cap. 8 – Princípios do Estado Democrático | Aristóteles afirmava que a liberdade constitui o princípio fundamental da democracia, manifestada na alternância do governo, onde os cidadãos obedecem e mandam. | Aristóteles defendia que o princípio fundamental da democracia é a riqueza, e que a liberdade se manifesta na permanência dos mesmos cidadãos no governo. | Segundo Aristóteles, a liberdade é o princípio fundamental da democracia, caracterizada pela alternância (os cidadãos prestam obediência e mandam). | | |
| Ciência Política | Pág 174 | Cap. 8 – Princípios do Estado Democrático | Para Aristóteles, na democracia, por serem todos os cidadãos iguais, os pobres têm mais poder que os ricos, pois são a maioria e seus decretos possuem força de lei. | Segundo Aristóteles, a igualdade na democracia garantia que os ricos, por serem minoria, tivessem mais poder devido ao seu nível educacional. | A igualdade na democracia, para Aristóteles, faz com que os pobres, por serem maioria, tenham mais poder que os ricos. | | |
| Ciência Política | Pág 174 | Cap. 8 – Princípios do Estado Democrático | Segundo Aristóteles, os cargos que devem ser ocupados na democracia são exercidos somente uma única vez, durante períodos curtos de tempo, e o acesso a eles é feito através de sorteio. | Aristóteles defendia que o acesso aos cargos na democracia deveria ser feito através de eleições complexas, permitindo que os cidadãos exercessem o mesmo cargo por tempo indeterminado. | Os cargos são exercidos uma única vez, por períodos curtos, e o acesso a eles é feito através de sorteio. | | |
| Ciência Política | Pág 175 | Cap. 8 – Princípios do Estado Democrático | O exercício da autoridade (soberania) no sistema democrático deve ocorrer de acordo com o direito, o que significa que, teoricamente, não há arbitrariedade. | A democracia moderna se caracteriza pela arbitrariedade, onde o exercício da autoridade é irrestrito e não precisa estar prescrito pelas normas jurídicas. | O exercício da autoridade deve ocorrer de acordo com o direito, o que implica que, teoricamente, não existe arbitrariedade. | | |
| Ciência Política | Pág 175 | Cap. 8 – Princípios do Estado Democrático | É desejável que todos os membros do sistema democrático tenham voz e voto em condições idênticas, buscando-se ampliar o direito de voto, como para mulheres e adolescentes. | Na democracia, a tendência deve ser manter grandes desigualdades entre os membros do sistema, restringindo-se o direito de voto aos mais abastados. | É desejável a tendência a que todos os membros do sistema tenham voz e voto em condições idênticas, promovendo a ampliação do direito de voto. | | |
| Ciência Política | Pág 175 | Cap. 8 – Princípios do Estado Democrático | Robert Dahl define a característica fundamental da democracia como a capacidade dos governos de satisfazer, de forma continuada, as preferências dos cidadãos, num cenário de igualdade política. | Robert Dahl define a democracia pela capacidade de impor a vontade dos governantes, independentemente das preferências dos cidadãos ou da igualdade política. | Dahl define a democracia como a capacidade dos governos de satisfazer, de forma continuada, as preferências dos cidadãos, num cenário de igualdade política. | | |
| Ciência Política | Pág 175 | Cap. 8 – Princípios do Estado Democrático | Entre as garantias constitucionais listadas por Robert Dahl para um governo ser responsivo, incluem-se a liberdade de constituir organizações e o direito de competir pelo apoio e pelos votos. | Dahl considerava que o direito de constituir organizações e a competição pelo apoio dos votos são obstáculos à capacidade de resposta do governo e devem ser limitados. | Dahl lista oito garantias constitucionais, incluindo a liberdade de constituir organizações e o direito de competir pelo apoio e votos. | | |
| Ciência Política | Pág 175 | Cap. 8 – Princípios do Estado Democrático | Para Dahl, uma das condições para que um governo responda aos cidadãos é garantir que as preferências de todos “tenham o mesmo peso na conduta do governo”, evitando discriminações. | Dahl sustenta que o peso das preferências na conduta do governo deve ser determinado pela origem social ou pelo conteúdo das propostas, permitindo a discriminação. | É preciso providenciar para que as preferências dos cidadãos tenham o mesmo peso na conduta do governo, sem discriminações. | | |
| Ciência Política | Pág 176 | Cap. 8 – Princípios do Estado Democrático | Giovanni Sartori identificou o fim de um ciclo com a vitória da democracia liberal, sendo o vencedor a única democracia “real que foi levada a cabo na Terra”. | Sartori considera que as democracias formal (capitalista) e real (comunista) coexistiam como alternativas legítimas até 1989. | Sartori afirma que a democracia que venceu é a liberal-democracia, sendo a única democracia "real". | | |
| Ciência Política | Pág 176 | Cap. 8 – Princípios do Estado Democrático | Sartori marca o fim do Estado revolucionário com a queda do Muro de Berlim em 9 de novembro de 1989, após o ciclo iniciado pela Revolução Francesa de 1789. | Sartori considera que o ciclo revolucionário iniciado na França se encerrou simbolicamente com a queda da Bastilha, em 4 de julho de 1789. | A queda do Muro de Berlim (1989) é o símbolo do fim do Estado revolucionário, iniciado em 1789. | | |
| Ciência Política | Pág 177 | Cap. 8 – Princípios do Estado Democrático | Rousseau considerava a ideia de representação incompatível com a democracia, pois afirmava que a soberania é inalienável e não pode ser representada, consistindo na vontade geral. | Rousseau defendia que a soberania popular deve ser delegada e representada, pois o poder e a vontade podem ser transmitidos aos representantes eleitos. | Rousseau afirma que a soberania não pode ser representada porque não pode ser alienada, consistindo essencialmente na vontade geral. | | |
| Ciência Política | Pág 177 | Cap. 8 – Princípios do Estado Democrático | Segundo Rousseau, os deputados do povo não são seus representantes, mas apenas comissários que nada podem concluir definitivamente. | Para Rousseau, os deputados são representantes legítimos e suas decisões são definitivas, pois transmitem a vontade geral. | Rousseau afirmava que os deputados do povo não são representantes, mas comissários, e nada podem concluir definitivamente. | | |
| Ciência Política | Pág 177 | Cap. 8 – Princípios do Estado Democrático | Durante a Idade Média, assembleias estamentais surgiram e introduziram o princípio representativo, adquirindo a capacidade de condicionar ou autorizar o recebimento de impostos pelo monarca. | As assembleias estamentais medievais eram meramente consultivas e não possuíam qualquer poder para condicionar o recebimento de impostos. | As assembleias medievais foram adquirindo a capacidade de condicionar ou autorizar o recebimento de impostos, o que foi um primeiro sinal da representação moderna. | | |
| Ciência Política | Pág 178 | Cap. 8 – Princípios do Estado Democrático | O modelo atual de representação política, surgido com o advento do Estado liberal, se caracteriza por ser nacional, livre e parlamentar. | O modelo de representação política moderna se caracteriza por ser local, condicional (mandato imperativo) e estamental. | O modelo atual de representação política, surgido com o Estado liberal, é caracterizado por ser nacional, livre e parlamentar. | | |
| Ciência Política | Pág 178 | Cap. 8 – Princípios do Estado Democrático | A concepção de representação livre (mandato representativo) implica a autonomia dos representantes, que não estão sujeitos a instruções ou limitações dos representados. | A representação livre exige que o representante atue estritamente sob a limitação e instrução do mandato imperativo. | A representação livre implica a autonomia dos representantes, que não estão sujeitos a instruções ou limitações dos representados. | | |
| Ciência Política | Pág 179 | Cap. 8 – Princípios do Estado Democrático | A Teoria da Soberania Popular, impulsionada por Rousseau, afirma que a vontade geral é essencialmente unitária e somente se encarna no povo soberano, entendido como a totalidade dos cidadãos. | A Teoria da Soberania Popular, de Rousseau, afirma que a vontade geral se encarna no Legislativo, sendo o povo soberano apenas no momento da eleição. | Rousseau impulsionou a Teoria da Soberania Popular, onde a vontade geral se encarna no povo soberano, a totalidade dos cidadãos. | | |
| Ciência Política | Pág 179 | Cap. 8 – Princípios do Estado Democrático | A democracia semidireta é um mecanismo de democracia participativa que complementa a representativa com o uso de instrumentos como o referendo, a iniciativa popular e o plebiscito. | A democracia semidireta é a forma na qual a assembleia de cidadãos assume diretamente o governo, sendo idêntica à democracia direta, e não utiliza plebiscitos. | A democracia semidireta complementa a representativa com instrumentos de participação popular como o referendo e o plebiscito. | | |
| Ciência Política | Pág 179 | Cap. 8 – Princípios do Estado Democrático | As eleições são um procedimento reconhecido pelas normas de uma organização pelo qual membros escolhem um número menor de pessoas para representá-las em posições de autoridade. | A eleição é um procedimento de caráter informal, utilizado apenas para medir a opinião pública, mas não para a escolha de posições de autoridade. | A eleição é um procedimento reconhecido por normas pelo qual membros escolhem pessoas para representá-las em posições de autoridade. | | |
| Ciência Política | Pág 180 | Cap. 8 – Princípios do Estado Democrático | Designação e cooptação são conceitos que não devem ser confundidos com eleição; a designação pressupõe que o indicado seja fiel a uma autoridade superior. | Designação e eleição são a mesma coisa, pois em ambos os casos a pessoa é escolhida por um processo de escrutínio secreto para ocupar a posição de autoridade. | Designação ocorre por indicação de uma autoridade superior e pressupõe fidelidade, diferente do procedimento eleitoral. | | |
| Ciência Política | Pág 180 | Cap. 8 – Princípios do Estado Democrático | As funções que as eleições desempenham são: produzir representação, produzir governo e produzir legitimidade. | As funções das eleições se limitam a produzir apenas representação, não tendo relação direta com a formação de governo ou a legitimação do poder. | As funções das eleições são produzir representação, produzir governo e produzir legitimidade. | | |
